:(Mode)update
:(EngineeringUnit)Unit	DefaultTagRate	IntegralDivisor	
Amp	10000	1
COUNTS	10000	1
BAR	10000	1
C	10000	1
Vdc	10000	1
°C	10000	1
Bar	10000	1
Sm3/h	10000	3600
Kgf/cm2	10000	1
Kg/h	10000	3600
Nm3/h	10000	3600
m3/h	10000	3600
mm	10000	1
kg/cm2	10000	1
%	10000	1
ppmH2O	10000	1
KCal/Nm3	10000	1
MOL%	10000	1
M	10000	1
V	10000	1
Kg/cm2	10000	1
m3/jour	10000	86400
-	10000	1
kVA	10000	1
min	10000	60
Nm3/min	10000	60
H_Min	10000	1
Nm3/j	10000	86400
Nm3	10000	1
:(AnalogTag)TagName	Description	IOServerComputerName	IOServerAppName	TopicName	ItemName	AcquisitionType	StorageType	AcquisitionRate	StorageRate	TimeDeadband	SamplesInAI	AllMode	EngUnits	MinEU	MaxEU	MinRaw	MaxRaw	Scaling	RawType	IntegerSize	Sign	ValueDeadband	InitialValue	CurrentEditor	RateDeadband	InterpolationType	RolloverValue	ServerTimeStamp	DeadbandType	
R1S7-CN4-HRI40	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI40	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI40	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI40	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI40	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI41	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI41	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI41	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI41	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI41	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI41	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI41	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI41	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN4-HRI41	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI41	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI41	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI41	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI41	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI42	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI42	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI42	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI42	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI42	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI42	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI42	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI42	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN4-HRI42	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI42	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI42	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI42	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI42	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI43	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI43	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI43	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI43	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI43	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI43	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI43	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI43	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN4-HRI43	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI43	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI43	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI43	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI43	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI44	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI44	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI44	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI44	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI44	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI44	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI44	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI44	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI44	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI44	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI44	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI44	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI44	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI45	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI45	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI45	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI45	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI45	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI45	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI45	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI45	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI45	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI45	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI45	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI45	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI45	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI46	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI46	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI46	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI46	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI46	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI46	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI46	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI46	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI46	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI46	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI46	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI46	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI46	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI47	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI47	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI47	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI47	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI47	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI47	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI47	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI47	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI47	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI47	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI47	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI47	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI47	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI48B	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI48B	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI48B	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI48B	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI48B	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI48B	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI48B	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI48B	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI48B	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI48B	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI48B	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI48B	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI48B	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN5-HRI49	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN5-HRI49	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN5-HRI49	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN5-HRI49	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN5-HRI49	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN5-HRI49	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN5-HRI49	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN5-HRI49	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN5-HRI49	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN5-HRI49	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN5-HRI49	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN5-HRI49	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN5-HRI49	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN1-HRI50	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN1-HRI50	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN1-HRI50	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN1-HRI50	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN1-HRI50	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN1-HRI50	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN1-HRI50	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN1-HRI50	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN1-HRI50	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN1-HRI50	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN1-HRI50	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN1-HRI50	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN1-HRI50	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN1-HRI51	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN1-HRI51	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN1-HRI51	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN1-HRI51	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN1-HRI51	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN1-HRI51	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN1-HRI51	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN1-HRI51	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN1-HRI51	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN1-HRI51	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN1-HRI51	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN1-HRI51	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN1-HRI51	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN1-HRI52	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN1-HRI52	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN1-HRI52	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN1-HRI52	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN1-HRI52	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN1-HRI52	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN1-HRI52	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN1-HRI52	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN1-HRI52	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN1-HRI52	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN1-HRI52	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN1-HRI52	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN1-HRI52	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CS4-HR2	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CS4-HR2	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CS4-HR2	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CS4-HR2	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CS4-HR2	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CS4-HR2	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CS4-HR2	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CS4-HR2	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CS4-HR2	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CS4-HR2	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CS4-HR2	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CS4-HR2	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CS4-HR2	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CS1-HR13	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CS1-HR13	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CS1-HR13	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CS1-HR13	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CS1-HR13	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CS1-HR13	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CS1-HR13	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CS1-HR13	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CS1-HR13	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CS1-HR13	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CS1-HR13	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
